"","Date","Heure","Count","Total_Weight","Total_axle_dist","T_mean","Time_mean","Vitesse_mean","Annee","Mois_annee","Mois_num","Jour_num","Jour_sem_num","Semaine_num","Semaine_fac","Heure_num","Jour_semaine","time_step","Jour_semaine_heure"
"1",2017-11-23,"00",14,275.833261977574,140.26137,12.8463,0.905627188510435,75.21444,2017,"novembre",11,23,4,47,"47",1,"jeudi",2017-11-23 00:00:00,"jeudi 00"
"2",2017-11-23,"01",11,292.930397553517,118.71912,12.7856,0.905735134913954,72.8242690909091,2017,"novembre",11,23,4,47,"47",2,"jeudi",2017-11-23 01:00:00,"jeudi 01"
"3",2017-11-23,"02",9,283.591437308868,106.3454,12.7861222222222,0.905848490369227,67.67436,2017,"novembre",11,23,4,47,"47",3,"jeudi",2017-11-23 02:00:00,"jeudi 02"
"4",2017-11-23,"03",24,501.946666666667,262.82355,12.8314666666667,0.90596565152392,79.000275,2017,"novembre",11,23,4,47,"47",4,"jeudi",2017-11-23 03:00:00,"jeudi 03"
"5",2017-11-23,"04",29,604.64493374108,298.64435,13.0237965517241,0.906076590659146,77.4667117241379,2017,"novembre",11,23,4,47,"47",5,"jeudi",2017-11-23 04:00:00,"jeudi 04"
"6",2017-11-23,"05",45,916.674852191641,503.139055830308,13.1572577777778,0.906198111711248,71.239432,2017,"novembre",11,23,4,47,"47",6,"jeudi",2017-11-23 05:00:00,"jeudi 05"
"7",2017-11-23,"06",94,2083.75523955148,1055.68398,12.9593946808511,0.906313140951974,68.0336655319149,2017,"novembre",11,23,4,47,"47",7,"jeudi",2017-11-23 06:00:00,"jeudi 06"
"8",2017-11-23,"07",147,3038.38980428135,1601.95247713846,12.8689455782313,0.906425177066711,68.9548163265306,2017,"novembre",11,23,4,47,"47",8,"jeudi",2017-11-23 07:00:00,"jeudi 07"
"9",2017-11-23,"08",181,3414.57402701325,1884.42458412935,12.728979558011,0.906537623911511,70.5420954696133,2017,"novembre",11,23,4,47,"47",9,"jeudi",2017-11-23 08:00:00,"jeudi 08"
"10",2017-11-23,"09",160,3140.07998980632,1728.93283024075,12.740431875,0.906653018703382,70.68568725,2017,"novembre",11,23,4,47,"47",10,"jeudi",2017-11-23 09:00:00,"jeudi 09"
"11",2017-11-23,"10",139,2457.84716819572,1469.0064147694,13.2055086330935,0.906767303287,72.7689522302158,2017,"novembre",11,23,4,47,"47",11,"jeudi",2017-11-23 10:00:00,"jeudi 10"
"12",2017-11-23,"11",134,2582.60351681957,1515.77721977229,13.8554955223881,0.906885970178045,66.7576047761194,2017,"novembre",11,23,4,47,"47",12,"jeudi",2017-11-23 11:00:00,"jeudi 11"
"13",2017-11-23,"12",113,2373.28742099898,1296.41037936755,13.7455318584071,0.907005209186879,67.0061054867257,2017,"novembre",11,23,4,47,"47",13,"jeudi",2017-11-23 12:00:00,"jeudi 12"
"14",2017-11-23,"13",147,2975.61208970438,1691.52772317058,13.3412020408163,0.907117337971711,69.584412244898,2017,"novembre",11,23,4,47,"47",14,"jeudi",2017-11-23 13:00:00,"jeudi 13"
"15",2017-11-23,"14",153,3226.10120591233,1696.10011644384,13.3562633986928,0.907237246454652,67.7108682352941,2017,"novembre",11,23,4,47,"47",15,"jeudi",2017-11-23 14:00:00,"jeudi 14"
"16",2017-11-23,"15",192,3892.10363914373,2100.4624422714,13.664240625,0.907349021461602,70.48274625,2017,"novembre",11,23,4,47,"47",16,"jeudi",2017-11-23 15:00:00,"jeudi 15"
"17",2017-11-23,"16",148,3266.07209276249,1597.54317852574,13.6467682432432,0.907459074308684,69.7045378378378,2017,"novembre",11,23,4,47,"47",17,"jeudi",2017-11-23 16:00:00,"jeudi 16"
"18",2017-11-23,"17",120,2939.86368399592,1402.35963961039,13.1801583333333,0.907579275709448,67.336179,2017,"novembre",11,23,4,47,"47",18,"jeudi",2017-11-23 17:00:00,"jeudi 17"
"19",2017-11-23,"18",106,2292.9472324159,1254.9043010075,12.4967613207547,0.907701346426353,71.5591120754717,2017,"novembre",11,23,4,47,"47",19,"jeudi",2017-11-23 18:00:00,"jeudi 18"
"20",2017-11-22,"00",11,237.020356778797,119.16381,12.1302909090909,0.902821253624205,75.2757381818182,2017,"novembre",11,22,3,47,"47",1,"mercredi",2017-11-22 00:00:00,"mercredi 00"
"21",2017-11-22,"01",16,406.913516819572,200.5365,11.91875,0.902954553674769,73.7333325,2017,"novembre",11,22,3,47,"47",2,"mercredi",2017-11-22 01:00:00,"mercredi 01"
"22",2017-11-22,"02",13,335.020489296636,152.5237,11.695,0.903084789984964,68.1270923076923,2017,"novembre",11,22,3,47,"47",3,"mercredi",2017-11-22 02:00:00,"mercredi 02"
"23",2017-11-22,"03",24,515.430581039755,279.14424,11.1795708333333,0.903199742530436,75.36027,2017,"novembre",11,22,3,47,"47",4,"mercredi",2017-11-22 03:00:00,"mercredi 03"
"24",2017-11-22,"04",27,476.753333333333,238.57718,10.7344407407407,0.903312364254687,80.4931466666667,2017,"novembre",11,22,3,47,"47",5,"mercredi",2017-11-22 04:00:00,"mercredi 04"
"25",2017-11-22,"05",56,1219.11944750255,661.463194994263,10.5085089285714,0.903416911811986,71.6751707142857,2017,"novembre",11,22,3,47,"47",6,"mercredi",2017-11-22 05:00:00,"mercredi 05"
"26",2017-11-22,"06",90,1858.07454638124,997.262437474695,10.4008555555556,0.90353449859968,73.862732,2017,"novembre",11,22,3,47,"47",7,"mercredi",2017-11-22 06:00:00,"mercredi 06"
"27",2017-11-22,"07",140,3029.11254841998,1555.51191762053,10.3604657142857,0.903651208388448,70.7908165714286,2017,"novembre",11,22,3,47,"47",8,"mercredi",2017-11-22 07:00:00,"mercredi 07"
"28",2017-11-22,"08",148,3056.98891131498,1602.5418706898,10.3297932432432,0.903760421880213,72.8289121621622,2017,"novembre",11,22,3,47,"47",9,"mercredi",2017-11-22 08:00:00,"mercredi 08"
"29",2017-11-22,"09",151,2991.49950978593,1667.08947221473,10.3320006622517,0.903877088698798,73.9429700662252,2017,"novembre",11,22,3,47,"47",10,"mercredi",2017-11-22 09:00:00,"mercredi 09"
"30",2017-11-22,"10",151,3159.31941896024,1673.4953820898,10.8709814569536,0.90399256244379,73.254301986755,2017,"novembre",11,22,3,47,"47",11,"mercredi",2017-11-22 10:00:00,"mercredi 10"
"31",2017-11-22,"11",146,3002.72667686035,1582.5793356851,12.0811534246575,0.904105793114747,73.2185383561644,2017,"novembre",11,22,3,47,"47",12,"mercredi",2017-11-22 11:00:00,"mercredi 11"
"32",2017-11-22,"12",129,2725.27723343527,1466.47353694278,13.8616271317829,0.90422842471967,72.4643609302326,2017,"novembre",11,22,3,47,"47",13,"mercredi",2017-11-22 12:00:00,"mercredi 12"
"33",2017-11-22,"13",161,3327.86672782875,1724.7835786893,15.5787857142857,0.904338739560169,73.0510054658385,2017,"novembre",11,22,3,47,"47",14,"mercredi",2017-11-22 13:00:00,"mercredi 13"
"34",2017-11-22,"14",171,3629.89054026504,1869.59410158218,17.1836157894737,0.904459542820314,72.4487073684211,2017,"novembre",11,22,3,47,"47",15,"mercredi",2017-11-22 14:00:00,"mercredi 14"
"35",2017-11-22,"15",174,3904.39112130479,1963.80484268731,17.8822224137931,0.904573313370642,69.7450551724138,2017,"novembre",11,22,3,47,"47",16,"mercredi",2017-11-22 15:00:00,"mercredi 15"
"36",2017-11-22,"16",181,3358.87533537207,1967.01087552064,17.555746961326,0.90468658842621,73.6504249723757,2017,"novembre",11,22,3,47,"47",17,"mercredi",2017-11-22 16:00:00,"mercredi 16"
"37",2017-11-22,"17",136,2678.02692150866,1487.91877965539,16.5988264705882,0.904797920590883,73.9364241176471,2017,"novembre",11,22,3,47,"47",18,"mercredi",2017-11-22 17:00:00,"mercredi 17"
"38",2017-11-22,"18",112,2485.98129459735,1302.99618257136,15.3894205357143,0.904918120315256,73.8132525,2017,"novembre",11,22,3,47,"47",19,"mercredi",2017-11-22 18:00:00,"mercredi 18"
"39",2017-11-22,"19",66,1399.89104994903,760.99383,14.4501045454545,0.905033888752494,74.7660818181818,2017,"novembre",11,22,3,47,"47",20,"mercredi",2017-11-22 19:00:00,"mercredi 19"
"40",2017-11-22,"20",40,997.784475025484,474.05291,13.79675,0.905148881976595,73.570617,2017,"novembre",11,22,3,47,"47",21,"mercredi",2017-11-22 20:00:00,"mercredi 20"
"41",2017-11-22,"21",19,420.86630988787,212.97592,13.4477894736842,0.905254281053715,74.2498294736842,2017,"novembre",11,22,3,47,"47",22,"mercredi",2017-11-22 21:00:00,"mercredi 21"
"42",2017-11-22,"22",17,472.031702344546,199.61551,13.2988176470588,0.905374566917817,70.9578423529412,2017,"novembre",11,22,3,47,"47",23,"mercredi",2017-11-22 22:00:00,"mercredi 22"
"43",2017-11-22,"23",13,332.759388379205,150.1453,13.0155,0.905500509457107,74.5216615384615,2017,"novembre",11,22,3,47,"47",24,"mercredi",2017-11-22 23:00:00,"mercredi 23"
"44",2017-11-21,"00",9,183.28007135576,106.93492,11.0342555555556,0.900073545381802,74.75732,2017,"novembre",11,21,2,47,"47",1,"mardi",2017-11-21 00:00:00,"mardi 00"
"45",2017-11-21,"01",8,196.24118246687,97.8091,10.851675,0.90018362188143,68.26437,2017,"novembre",11,21,2,47,"47",2,"mardi",2017-11-21 01:00:00,"mardi 01"
"46",2017-11-21,"02",11,270.927420998981,134.7484,10.7515090909091,0.900285794869996,73.0563381818182,2017,"novembre",11,21,2,47,"47",3,"mardi",2017-11-21 02:00:00,"mardi 02"
"47",2017-11-21,"03",21,454.532823649337,234.349035872873,10.6409571428571,0.900407405876445,71.5271314285714,2017,"novembre",11,21,2,47,"47",4,"mardi",2017-11-21 03:00:00,"mardi 03"
"48",2017-11-21,"04",27,502.905372069317,277.60709,10.4007296296296,0.900517239654778,78.05164,2017,"novembre",11,21,2,47,"47",5,"mardi",2017-11-21 04:00:00,"mardi 04"
"49",2017-11-21,"05",51,1238.08270132518,598.67004504798,10.2108862745098,0.90063929423364,69.4965741176471,2017,"novembre",11,21,2,47,"47",6,"mardi",2017-11-21 05:00:00,"mardi 05"
"50",2017-11-21,"06",94,1979.57267074414,977.134030243365,10.2863468085106,0.900761654107565,72.3506782978723,2017,"novembre",11,21,2,47,"47",7,"mardi",2017-11-21 06:00:00,"mardi 06"
"51",2017-11-21,"07",161,3261.10738022426,1732.80364293684,10.3413645962733,0.900869279659663,70.4932680745342,2017,"novembre",11,21,2,47,"47",8,"mardi",2017-11-21 07:00:00,"mardi 07"
"52",2017-11-21,"08",143,2936.71589194699,1478.56292073572,10.4514475524476,0.900979454444732,71.1623379020979,2017,"novembre",11,21,2,47,"47",9,"mardi",2017-11-21 08:00:00,"mardi 08"
"53",2017-11-21,"09",133,2721.43137033639,1418.5488201825,10.6391969924812,0.901096637233516,71.3318751879699,2017,"novembre",11,21,2,47,"47",10,"mardi",2017-11-21 09:00:00,"mardi 09"
"54",2017-11-21,"10",155,2929.42977268094,1656.08890140358,10.891735483871,0.901216325044803,71.1602105806452,2017,"novembre",11,21,2,47,"47",11,"mardi",2017-11-21 10:00:00,"mardi 10"
"55",2017-11-21,"11",138,2874.84120285423,1487.18542719984,11.3245413043478,0.901328476322538,71.2956208695652,2017,"novembre",11,21,2,47,"47",12,"mardi",2017-11-21 11:00:00,"mardi 11"
"56",2017-11-21,"12",130,2659.60370030581,1471.61544075677,11.9415623076923,0.901449499198718,73.3488175384615,2017,"novembre",11,21,2,47,"47",13,"mardi",2017-11-21 12:00:00,"mardi 12"
"57",2017-11-21,"13",146,2927.46650764526,1650.91478461896,12.4744280821918,0.90156584780533,74.1016430136986,2017,"novembre",11,21,2,47,"47",14,"mardi",2017-11-21 13:00:00,"mardi 13"
"58",2017-11-21,"14",194,4230.71415902141,2168.26176854048,12.8124855670103,0.901681101943331,71.4165791752577,2017,"novembre",11,21,2,47,"47",15,"mardi",2017-11-21 14:00:00,"mardi 14"
"59",2017-11-21,"15",185,3740.01079510703,2032.59400617227,13.0108854054054,0.901787926468135,72.175032,2017,"novembre",11,21,2,47,"47",16,"mardi",2017-11-21 15:00:00,"mardi 15"
"60",2017-11-21,"16",158,3418.99960040775,1754.86071774431,13.0827550632911,0.901909550686631,70.4215298734177,2017,"novembre",11,21,2,47,"47",17,"mardi",2017-11-21 16:00:00,"mardi 16"
"61",2017-11-21,"17",154,3240.7772069317,1720.68359463866,12.9911707792208,0.902015354437229,72.4144535064935,2017,"novembre",11,21,2,47,"47",18,"mardi",2017-11-21 17:00:00,"mardi 17"
"62",2017-11-21,"18",111,2710.97929663609,1305.93816995837,12.8230045045045,0.902131324611649,70.0653762162162,2017,"novembre",11,21,2,47,"47",19,"mardi",2017-11-21 18:00:00,"mardi 18"
"63",2017-11-21,"19",75,1769.92319062181,907.121786271187,12.6832453333333,0.902253016975309,71.1270432,2017,"novembre",11,21,2,47,"47",20,"mardi",2017-11-21 19:00:00,"mardi 19"
"64",2017-11-21,"20",34,773.75372069317,390.01683,12.5528852941176,0.902360792445836,71.0336647058824,2017,"novembre",11,21,2,47,"47",21,"mardi",2017-11-21 20:00:00,"mardi 20"
"65",2017-11-21,"21",28,814.116870540265,330.81781242371,12.4273821428571,0.902487178957231,70.8233914285714,2017,"novembre",11,21,2,47,"47",22,"mardi",2017-11-21 21:00:00,"mardi 21"
"66",2017-11-21,"22",24,569.529266055046,256.27361,12.3229083333333,0.902599992498285,72.458745,2017,"novembre",11,21,2,47,"47",23,"mardi",2017-11-21 22:00:00,"mardi 22"
"67",2017-11-21,"23",19,475.481926605505,208.07452,12.2535052631579,0.9027205690248,70.8735978947368,2017,"novembre",11,21,2,47,"47",24,"mardi",2017-11-21 23:00:00,"mardi 23"
"68",2017-11-20,"00",10,228.761365953109,130.91495,7.040332,0.897290107381687,72.8109,2017,"novembre",11,20,1,47,"47",1,"lundi",2017-11-20 00:00:00,"lundi 00"
"69",2017-11-20,"01",5,113.793476044852,61.9532,6.623334,0.897406983024691,73.139328,2017,"novembre",11,20,1,47,"47",2,"lundi",2017-11-20 01:00:00,"lundi 01"
"70",2017-11-20,"02",9,247.056880733945,102.09442,6.43647888888889,0.897514349708505,72.1314,2017,"novembre",11,20,1,47,"47",3,"lundi",2017-11-20 02:00:00,"lundi 02"
"71",2017-11-20,"03",16,417.238634046891,178.59369,6.550628125,0.897639254597479,67.847265,2017,"novembre",11,20,1,47,"47",4,"lundi",2017-11-20 03:00:00,"lundi 03"
"72",2017-11-20,"04",21,464.963690112131,209.23095,6.76864904761905,0.897754765885264,77.0690228571429,2017,"novembre",11,20,1,47,"47",5,"lundi",2017-11-20 04:00:00,"lundi 04"
"73",2017-11-20,"05",46,927.807033639144,504.577199857921,7.02699434782609,0.897864205917874,73.696312173913,2017,"novembre",11,20,1,47,"47",6,"lundi",2017-11-20 05:00:00,"lundi 05"
"74",2017-11-20,"06",82,1676.46586136595,867.460469525779,7.29146170731707,0.897980613425926,75.951987804878,2017,"novembre",11,20,1,47,"47",7,"lundi",2017-11-20 06:00:00,"lundi 06"
"75",2017-11-20,"07",142,2786.44545361876,1517.39873382035,7.65738295774648,0.898093882449791,72.7116616901408,2017,"novembre",11,20,1,47,"47",8,"lundi",2017-11-20 07:00:00,"lundi 07"
"76",2017-11-20,"08",142,3079.89644240571,1570.82905084747,8.14705295774648,0.898198174094723,69.1962692957747,2017,"novembre",11,20,1,47,"47",9,"lundi",2017-11-20 08:00:00,"lundi 08"
"77",2017-11-20,"09",181,3647.07091743119,1916.78898063504,8.65902486187845,0.898323669620933,71.4057672928177,2017,"novembre",11,20,1,47,"47",10,"lundi",2017-11-20 09:00:00,"lundi 09"
"78",2017-11-20,"10",164,3654.73990825688,1826.88413998062,9.20266231707317,0.898434920730139,69.7975551219512,2017,"novembre",11,20,1,47,"47",11,"lundi",2017-11-20 10:00:00,"lundi 10"
"79",2017-11-20,"11",152,3187.24059123344,1638.43037548215,10.0817186184211,0.898555055958279,72.1431852631579,2017,"novembre",11,20,1,47,"47",12,"lundi",2017-11-20 11:00:00,"lundi 11"
"80",2017-11-20,"12",136,2709.12106625892,1534.03352917856,10.8632014705882,0.898672308082183,72.1298594117647,2017,"novembre",11,20,1,47,"47",13,"lundi",2017-11-20 12:00:00,"lundi 12"
"81",2017-11-20,"13",142,3153.85893577982,1619.31358838817,11.6580154929577,0.898787947657654,70.0152591549296,2017,"novembre",11,20,1,47,"47",14,"lundi",2017-11-20 13:00:00,"lundi 13"
"82",2017-11-20,"14",151,3229.87043832824,1674.34548750182,12.750661589404,0.898900787232919,71.7583589403973,2017,"novembre",11,20,1,47,"47",15,"lundi",2017-11-20 14:00:00,"lundi 14"
"83",2017-11-20,"15",167,3782.71122018349,1798.75461126188,13.2256443113772,0.899011422756339,67.3993810778443,2017,"novembre",11,20,1,47,"47",16,"lundi",2017-11-20 15:00:00,"lundi 15"
"84",2017-11-20,"16",138,3146.84247604485,1541.33315,13.1809246376812,0.899128747595724,71.1667539130435,2017,"novembre",11,20,1,47,"47",17,"lundi",2017-11-20 16:00:00,"lundi 16"
"85",2017-11-20,"17",108,2260.79518858308,1150.27391600307,12.900987962963,0.899242221436328,70.48239,2017,"novembre",11,20,1,47,"47",18,"lundi",2017-11-20 17:00:00,"lundi 17"
"86",2017-11-20,"18",72,1605.18426095821,841.005200979728,12.5284694444444,0.899352110839621,71.918725,2017,"novembre",11,20,1,47,"47",19,"lundi",2017-11-20 18:00:00,"lundi 18"
"87",2017-11-20,"19",64,1505.46315698267,762.993324490486,12.126590625,0.899483121141975,69.895456875,2017,"novembre",11,20,1,47,"47",20,"lundi",2017-11-20 19:00:00,"lundi 19"
"88",2017-11-20,"20",41,897.5525382263,467.86333,11.8049609756098,0.899592074268544,69.2623931707317,2017,"novembre",11,20,1,47,"47",21,"lundi",2017-11-20 20:00:00,"lundi 20"
"89",2017-11-20,"21",33,734.366075433232,374.459318416939,11.5600515151515,0.899703282828283,72.6102654545455,2017,"novembre",11,20,1,47,"47",22,"lundi",2017-11-20 21:00:00,"lundi 21"
"90",2017-11-20,"22",22,543.232313965341,226.88018,11.2753045454545,0.89982184255752,71.9489127272727,2017,"novembre",11,20,1,47,"47",23,"lundi",2017-11-20 22:00:00,"lundi 22"
"91",2017-11-20,"23",18,487.996839959225,210.47679,11.11685,0.899943931827275,71.40634,2017,"novembre",11,20,1,47,"47",24,"lundi",2017-11-20 23:00:00,"lundi 23"
"92",2017-11-19,"00",2,33.1045871559633,13.17255,9.94915,0.894475517618313,76.35096,2017,"novembre",11,19,0,46,"46",1,"dimanche",2017-11-19 00:00:00,"dimanche 00"
"93",2017-11-19,"01",2,32.8622833843017,12.5704,10.29335,0.894607204861111,71.86608,2017,"novembre",11,19,0,46,"46",2,"dimanche",2017-11-19 01:00:00,"dimanche 01"
"94",2017-11-19,"02",2,58.1952089704383,19.17252,10.5292,0.894726884002057,64.79316,2017,"novembre",11,19,0,46,"46",3,"dimanche",2017-11-19 02:00:00,"dimanche 02"
"95",2017-11-19,"03",1,3.15470948012232,3.30769,10.5067,0.89481947659465,70.89228,2017,"novembre",11,19,0,46,"46",4,"dimanche",2017-11-19 03:00:00,"dimanche 03"
"96",2017-11-19,"04",1,15.6640163098879,7.10204,10.135,0.894977205504115,75.2328,2017,"novembre",11,19,0,46,"46",5,"dimanche",2017-11-19 04:00:00,"dimanche 04"
"97",2017-11-19,"06",3,23.8970540265036,18.69563,9.54333333333333,0.895190264917696,74.26764,2017,"novembre",11,19,0,46,"46",7,"dimanche",2017-11-19 06:00:00,"dimanche 06"
"98",2017-11-19,"07",3,40.1369418960244,29.10512,9.04833333333333,0.895307859653635,67.64796,2017,"novembre",11,19,0,46,"46",8,"dimanche",2017-11-19 07:00:00,"dimanche 07"
"99",2017-11-19,"08",2,57.0097859327217,18.59284,8.328335,0.89541110468107,65.0268,2017,"novembre",11,19,0,46,"46",9,"dimanche",2017-11-19 08:00:00,"dimanche 08"
"100",2017-11-19,"09",9,91.1325586136595,61.21688,7.84610888888889,0.89555404092364,68.90016,2017,"novembre",11,19,0,46,"46",10,"dimanche",2017-11-19 09:00:00,"dimanche 09"
"101",2017-11-19,"10",5,76.1527828746177,39.44944,8.116666,0.895649858539095,75.013416,2017,"novembre",11,19,0,46,"46",11,"dimanche",2017-11-19 10:00:00,"dimanche 10"
"102",2017-11-19,"11",6,97.0548419979613,43.53203,9.19944166666667,0.895784079218107,70.12674,2017,"novembre",11,19,0,46,"46",12,"dimanche",2017-11-19 11:00:00,"dimanche 11"
"103",2017-11-19,"12",1,15.4555555555556,7.05882,9.73334,0.895901331018518,72.28224,2017,"novembre",11,19,0,46,"46",13,"dimanche",2017-11-19 12:00:00,"dimanche 12"
"104",2017-11-19,"13",12,145.66622833843,72.90352,10.3411133333333,0.896013958547668,73.83936,2017,"novembre",11,19,0,46,"46",14,"dimanche",2017-11-19 13:00:00,"dimanche 13"
"105",2017-11-19,"14",9,100.659857288481,52.96899,11.1027777777778,0.896120459676497,70.734,2017,"novembre",11,19,0,46,"46",15,"dimanche",2017-11-19 14:00:00,"dimanche 14"
"106",2017-11-19,"15",9,129.764811416922,65.90956,11.5222444444444,0.896245652577732,70.6994,2017,"novembre",11,19,0,46,"46",16,"dimanche",2017-11-19 15:00:00,"dimanche 15"
"107",2017-11-19,"16",4,73.6282568807339,32.71751,11.418775,0.89634530928498,65.88081,2017,"novembre",11,19,0,46,"46",17,"dimanche",2017-11-19 16:00:00,"dimanche 16"
"108",2017-11-19,"17",14,237.903343527013,111.61365,10.8217928571429,0.896468580063198,70.4019085714286,2017,"novembre",11,19,0,46,"46",18,"dimanche",2017-11-19 17:00:00,"dimanche 17"
"109",2017-11-19,"18",12,191.694862385321,97.28466,10.2738808333333,0.896569412294239,71.11566,2017,"novembre",11,19,0,46,"46",19,"dimanche",2017-11-19 18:00:00,"dimanche 18"
"110",2017-11-19,"19",5,67.0596839959225,44.01497,9.820336,0.896679263117284,80.965296,2017,"novembre",11,19,0,46,"46",20,"dimanche",2017-11-19 19:00:00,"dimanche 19"
"111",2017-11-19,"20",8,125.134475025484,69.59067,9.205415,0.896801351916152,76.9446,2017,"novembre",11,19,0,46,"46",21,"dimanche",2017-11-19 20:00:00,"dimanche 20"
"112",2017-11-19,"21",1,30.5126401630989,12.1111,8.18,0.896978202160494,68.2668,2017,"novembre",11,19,0,46,"46",22,"dimanche",2017-11-19 21:00:00,"dimanche 21"
"113",2017-11-19,"22",1,27.5814475025484,12.1315,8.08834,0.897007876800411,69.228,2017,"novembre",11,19,0,46,"46",23,"dimanche",2017-11-19 22:00:00,"dimanche 22"
"114",2017-11-19,"23",2,37.7861365953109,22.8208,7.650835,0.897146846064814,61.42302,2017,"novembre",11,19,0,46,"46",24,"dimanche",2017-11-19 23:00:00,"dimanche 23"
"115",2017-11-18,"00",10,255.834658511723,127.1722,7.270833,0.89173767039609,71.739252,2017,"novembre",11,18,6,46,"46",1,"samedi",2017-11-18 00:00:00,"samedi 00"
"116",2017-11-18,"01",7,191.50377166157,88.3169,6.72643,0.89184349739124,72.1846285714286,2017,"novembre",11,18,6,46,"46",2,"samedi",2017-11-18 01:00:00,"samedi 01"
"117",2017-11-18,"02",7,190.43374108053,85.4188,6.24714285714286,0.891961461089065,73.7939314285714,2017,"novembre",11,18,6,46,"46",3,"samedi",2017-11-18 02:00:00,"samedi 02"
"118",2017-11-18,"03",19,472.704892966361,211.73102,6.09052631578947,0.89207327031893,73.7403347368421,2017,"novembre",11,18,6,46,"46",4,"samedi",2017-11-18 03:00:00,"samedi 03"
"119",2017-11-18,"04",12,225.344801223242,106.39886,5.92208083333333,0.89220472715192,73.31328,2017,"novembre",11,18,6,46,"46",5,"samedi",2017-11-18 04:00:00,"samedi 04"
"120",2017-11-18,"05",18,480.383282364934,209.45009,5.88157222222222,0.892314875542981,68.17888,2017,"novembre",11,18,6,46,"46",6,"samedi",2017-11-18 05:00:00,"samedi 05"
"121",2017-11-18,"06",23,483.299724770642,243.08846,5.4630447826087,0.892431290816783,70.3825513043478,2017,"novembre",11,18,6,46,"46",7,"samedi",2017-11-18 06:00:00,"samedi 06"
"122",2017-11-18,"07",33,845.744108053007,367.38478,5.01772787878788,0.892536718457725,67.2510654545455,2017,"novembre",11,18,6,46,"46",8,"samedi",2017-11-18 07:00:00,"samedi 07"
"123",2017-11-18,"08",24,589.93876656473,241.99512,4.90694416666667,0.892641730163323,69.590445,2017,"novembre",11,18,6,46,"46",9,"samedi",2017-11-18 08:00:00,"samedi 08"
"124",2017-11-18,"09",25,480.491971457696,264.3723,5.3416664,0.892770263631687,70.126992,2017,"novembre",11,18,6,46,"46",10,"samedi",2017-11-18 09:00:00,"samedi 09"
"125",2017-11-18,"10",18,282.251080530071,179.36213,5.77046222222222,0.892866887431413,76.17068,2017,"novembre",11,18,6,46,"46",11,"samedi",2017-11-18 10:00:00,"samedi 10"
"126",2017-11-18,"11",19,240.491009174312,155.14632,6.33508526315789,0.892992184115768,81.5692736842105,2017,"novembre",11,18,6,46,"46",12,"samedi",2017-11-18 11:00:00,"samedi 11"
"127",2017-11-18,"12",18,322.231661569827,162.82421,6.97583333333333,0.893105179398148,76.40304,2017,"novembre",11,18,6,46,"46",13,"samedi",2017-11-18 12:00:00,"samedi 12"
"128",2017-11-18,"13",20,387.850825688073,170.06422,8.2235845,0.893234714184671,72.675486,2017,"novembre",11,18,6,46,"46",14,"samedi",2017-11-18 13:00:00,"samedi 13"
"129",2017-11-18,"14",9,134.249123343527,69.02633,9.18259222222222,0.893337991540924,70.03488,2017,"novembre",11,18,6,46,"46",15,"samedi",2017-11-18 14:00:00,"samedi 14"
"130",2017-11-18,"15",13,272.208501529052,109.46904,10.3329484615385,0.893465492936847,70.6974092307692,2017,"novembre",11,18,6,46,"46",16,"samedi",2017-11-18 15:00:00,"samedi 15"
"131",2017-11-18,"16",11,145.532242609582,73.39446,10.8736454545455,0.893573419378975,73.6899381818182,2017,"novembre",11,18,6,46,"46",17,"samedi",2017-11-18 16:00:00,"samedi 16"
"132",2017-11-18,"17",12,267.577645259939,117.57943,10.8695833333333,0.893683411565501,71.10747,2017,"novembre",11,18,6,46,"46",18,"samedi",2017-11-18 17:00:00,"samedi 17"
"133",2017-11-18,"18",10,148.185453618756,84.59178,10.584,0.893816335519547,77.32476,2017,"novembre",11,18,6,46,"46",19,"samedi",2017-11-18 18:00:00,"samedi 18"
"134",2017-11-18,"19",5,79.5938226299694,40.02656,10.268,0.893933879886831,72.898992,2017,"novembre",11,18,6,46,"46",20,"samedi",2017-11-18 19:00:00,"samedi 19"
"135",2017-11-18,"20",1,14.6203873598369,7.05618,10.08,0.8940546875,82.84032,2017,"novembre",11,18,6,46,"46",21,"samedi",2017-11-18 20:00:00,"samedi 20"
"136",2017-11-18,"21",1,15.4716615698267,7.08,9.75,0.894190811471193,73.728,2017,"novembre",11,18,6,46,"46",22,"samedi",2017-11-18 21:00:00,"samedi 21"
"137",2017-11-17,"00",8,177.759734964322,95.20883,9.41895875,0.888925130208333,72.135765,2017,"novembre",11,17,5,46,"46",1,"vendredi",2017-11-17 00:00:00,"vendredi 00"
"138",2017-11-17,"01",14,397.532313965341,166.76341,8.80154785714286,0.889047614454732,71.7673371428571,2017,"novembre",11,17,5,46,"46",2,"vendredi",2017-11-17 01:00:00,"vendredi 01"
"139",2017-11-17,"02",21,524.258409785933,251.7822,8.20484238095238,0.889177691125318,73.1099485714286,2017,"novembre",11,17,5,46,"46",3,"vendredi",2017-11-17 02:00:00,"vendredi 02"
"140",2017-11-17,"03",19,424.637206931702,224.01767,8.01579,0.889289964397877,74.3847915789474,2017,"novembre",11,17,5,46,"46",4,"vendredi",2017-11-17 03:00:00,"vendredi 03"
