"","p","d","q","Mean Error","Root Mean Squared Error","Mean Absolute Error","Mean Percentage Error","Mean Absolute Percentage Error","Mean Absolute Scaled Error","Autocorrelation of errors at lag 1"
"174",5,0,13,0.0159315414105478,20.7646062625998,13.8280940349032,-42.9138780530567,66.7433181786058,0.882995654783427,-0.00995232649157945
"175",5,0,14,0.0405102494581473,20.5662182100705,13.9776828808127,-49.4845643024306,74.241647359936,0.892547679857073,-0.000139217209268284
"176",5,0,15,-0.00256921166372688,20.5437523986284,14.0474165902645,-52.1060372179084,77.7778254364115,0.897000539541315,0.00764147308258479
"177",5,1,0,0.00514321233293801,22.6215074553978,14.7760291818333,-13.6343623601012,46.884731127326,0.943526239377591,-0.00020682658375336
"178",5,1,1,0.00528924165936407,22.6214065144192,14.7767226073082,-13.747427086215,46.9062578849214,0.943570518197195,4.08411536731295e-07
"179",5,1,2,-0.00324207908469218,21.9981676554871,14.9836414869583,0.373554510679273,64.6905580220345,0.956783363811533,-0.00270645902022065
"180",5,1,3,0.004638174526854,22.5302556982943,14.7732829982231,-10.7505925855589,47.9456071162675,0.943350881284933,8.92420192363483e-05
"181",5,1,4,-0.269429431166965,21.4521285180567,14.6458908493817,-56.1008183252478,75.0616361513349,0.935216230652927,0.000256521709280849
"182",5,1,5,-0.00126326158755391,22.0751909434884,15.1216465380618,-2.3198638404749,65.4248802689023,0.965595703397523,-0.0327803828084075
"183",5,1,6,-0.264851515242263,21.340659413909,14.5914297784123,-54.7545872498892,73.9811345471641,0.931738608292284,-0.000146178141674064
"184",5,1,7,-0.259883553639177,21.4341326480197,14.6127340969397,-55.758975673841,74.1664485985074,0.93309899972731,-0.000524342917065843
"185",5,1,8,-0.114386192031537,21.6193081191197,14.599947112451,-52.518578500309,70.8812790137892,0.932282484326649,0.00170522791166378
"186",5,1,9,-0.256658701971397,20.5977473104051,14.035645332085,-52.7079062573431,76.0684313901324,0.896248883543198,-0.000278364515622145
"187",5,1,10,-0.266841734752137,20.4784794796735,14.0527128955275,-53.5571897269247,78.4700641501325,0.897338736151909,-0.0144098067057159
"188",5,1,11,-0.253147938236864,20.6084150596349,14.03259950526,-52.6629352723803,75.6119809749766,0.896054391674332,-0.00145005549002822
"189",5,1,12,-0.258518423041062,20.5852727801516,14.0256550867646,-52.5575530822977,76.425659344423,0.895610954470262,0.000390028639273609
"190",5,1,13,-0.261572044469824,20.5571270557146,14.0374289145497,-52.5700296697717,77.0601551101793,0.896362774551051,0.00321856980822511
"191",5,1,14,-0.259003880169361,20.5079964859834,14.0712446628293,-52.2071583129267,77.8514174458637,0.898522085785033,-0.000466136479332732
"192",5,1,15,-0.253165812426765,20.5381988664587,14.0075980509401,-51.9261352945803,76.3639074493919,0.894457918908669,-0.000554045880323032
"193",6,0,0,-0.00519852522070875,21.5517319831547,14.5919848543494,-54.5503250416895,72.3702439953485,0.931774052775041,-0.00376756391006782
"194",6,0,1,0.0301999878265326,21.4040737786773,14.556194512502,-51.9757885474936,71.9669144348355,0.92948865348178,-0.00772547787308167
"195",6,0,2,-0.0163218286583472,21.5421233926922,14.6073519358832,-54.6968658456086,72.5866000101278,0.932755320778193,-0.00140940040816776
"196",6,0,3,0.0241614432164718,21.3989024828938,14.6007048536045,-52.9287152936015,72.3454901706384,0.932330870036516,-0.000932011545420449
"197",6,0,4,0.13738688536689,21.3955076466366,14.5484325760201,-52.5855788777854,72.4296159065816,0.928993013506459,0.00174496063262305
"198",6,0,5,0.0134046099603657,21.3567705719151,14.5178055901193,-53.0503301663347,72.7148676176426,0.927037321319146,0.013582577002391
"199",6,0,6,0.00899203695093331,21.319494783332,14.5603019425485,-52.7046118020515,73.1119596527771,0.929750934232418,0.000672855451391496
